Booking ID,Date,Time,Customer ID,Vehicle Type,Pickup Location,Drop Location,Payment Method,Request Hour,Traffic Level,Weather Condition,Booking Platform
"""CNR8768119""",2024-08-17,10:16:56,"""CID3829150""",Premier Sedan,Kalkaji,Mehrauli,Uber Wallet,10,High,Clear,App
"""CNR9071713""",2024-09-19,21:33:21,"""CID2637875""",Premier Sedan,Noida Extension,Chanakyapuri,UPI,21,Low,Clear,App
"""CNR8524358""",2024-08-21,20:41:18,"""CID9547595""",Premier Sedan,Bahadurgarh,Model Town,null,20,High,,App
"""CNR5901377""",09/29/2024,09:28,"""CID4122321""",Premier Sedan, Shahdara,Dilshad Garden,UPI ,9, Low,Clear ,Web
"""CNR1653636""",2024-01-11,13:55:47,"""CID6780855""",Premier Sedan,Model Town,Udyog Vihar Phase 4,UPI,13,Medium,Fog,Phone
"""CNR1004975""",2024-05-02,09:19:47,"""CID2331300""",Premier Sedan,Kherki Daula Toll,Maidan Garhi,Uber Wallet,9,Low,Clear,App
"""CNR5887585""",2024-09-07,04:13:24,"""CID4385466""",Premier Sedan,Central Secretariat,Ashram,Debit Card,4,Low,Rain,App
"""CNR5171090""",2024-12-02,08:53:27,"""CID3078419""",Premier Sedan,Govindpuri,Civil Lines Gurgaon,Debit Card,8,Low,Clear,App
"""CNR8259412""",2024-03-10,05:16:26,"""CID1826254""",Premier Sedan,IGNOU Road,Madipur,null,5,Low,,Web
"""CNR9199217""",2024-01-19,08:20:05,"""CID2103931""",Premier Sedan,Connaught Place,Hauz Rani,null,8,High,,App
"""CNR1529155""",2024-05-01,14:12:53,"""CID9487401""",Premier Sedan,Kherki Daula Toll,Moolchand,UPI,14,Medium,Rain,App
"""CNR8793383""",2024-06-28,13:22:59,"""CID2700536""",Uber XL,Vaishali,Sultanpur,UPI,13,Medium,Clear,App
"""CNR5269582""",27-Jul-2024,9:25 PM,"""CID9539368""",Premier Sedan,Badshahpur,Lok Kalyan Marg,,21,Low,Clear,App
"""CNR1317979""",2024-02-16,14:18:08,"""CID4909799""",Premier Sedan,Rohini,Golf Course Road,null,14,Medium,,App
"""CNR7338053""",2024-05-17,15:46:28,"""CID7249502""",Premier Sedan,Kanhaiya Nagar,Akshardham,null,15,High,,Phone
"""CNR6484247""",2024-08-20,09:37:36,"""CID4258338""",Premier Sedan,New Delhi Railway Station,Maidan Garhi,Credit Card,9,High,Rain,App
"""CNR6597788""",2024-08-05,09:25:09,"""CID1131812""",Premier Sedan,Green Park,GTB Nagar,UPI,9,High,Rain,Phone
"""CNR9871604""",2024-04-06,14:48:01,"""CID2570584""",Premier Sedan,Pragati Maidan,Rithala,UPI,14,High,Clear,App
"""CNR5683836""",2024-12-06,21:55:10,"""CID5831110""",Uber XL,Jasola,Lal Quila,UPI,21,Low,Clear,App
"""CNR9881312""",2024-07-04,19:48:12," ""CID9252457""",Premier  Sedan,Panchsheel Park,Dwarka  Mor,UPI,19,High, Clear,Web
"""CNR8056222""",2024-09-15,23:12:25,"""CID4999613""",Premier Sedan,Rohini,Preet Vihar,UPI,23,Low,Clear,App
"""CNR8261171""",2024-04-05,21:29:30,"""CID3472991""",Premier Sedan,Rohini,Sonipat,Cash,21,Low,Clear,App
"""CNR8978947""",2024-09-10,18:11:09,"""CID8000996""",Premier Sedan,Lajpat Nagar,MG Road,null,18,Medium,,Web
"""CNR3250410""",2024-07-04,21:01:55,"""CID1938643""",Premier Sedan,Ashok Park Main,Bahadurgarh,Debit Card,21,Low,Clear,App
"""CNR4960808""",2024-03-08,15:33:25,"""CID5438178""",Premier Sedan,Hauz Khas,Kanhaiya Nagar,null,15,Medium,,App
"""CNR2343946""",2024-09-06,19:19:40,"""CID1431226""",Premier Sedan,Mansarovar Park,Civil Lines Gurgaon,Credit Card,19,High,Storm,Web
" ""CNR1773428""",10/15/2024,19:31,"""CID5306035""",Uber XL, Manesar,IFFCO Chowk, Cash,19,Medium ,Rain,Web
"""CNR3209902""",2024-11-17,14:33:47,"""CID8032353""",Premier Sedan,Botanical Garden,Shivaji Park,null,14,Low,,App
"""CNR8801765""",2024-02-19,11:58:45,"""CID8571088""",Uber XL,Anand Vihar,Golf Course Road,UPI,11,Medium,Clear,App
"""CNR7578998""",2024-11-19,20:13:17,"""CID1176022""",Premier Sedan,Lok Kalyan Marg,Ramesh Nagar,null,20,High,,Web
"""CNR5746134""",2024-07-13,11:01:55,"""CID2361134""",Uber XL,Tughlakabad,India Gate,Uber Wallet,11,High,Clear,Phone
"""CNR3544529""",07/23/2024,14:28,"""CID4351097""",Uber XL,Barakhamba Road , Mehrauli,,14 ,NA ,Clear,Web
"""CNR8879069""",2024-05-14,08:43:03,"""CID4614525""",Premier Sedan,DLF Phase 3,Golf Course Road,null,8,High,,App
"""CNR3703506""",2024-10-01,01:11:48,"""CID5293282""",Premier Sedan,Indraprastha,Subhash Chowk,null,1,Medium,,App
"""CNR1993533""",2024-05-01,17:12:28,"""CID1180920""",Premier Sedan,Basai Dhankot,Manesar,Uber Wallet,17,High,Clear,Web
"""CNR6654676""",2024-07-30,08:36:25,"""CID8269786""",Premier Sedan,Chandni Chowk,Ghitorni Village,Credit Card,8,High,Clear,App
"""CNR6701125""",2024-02-22,22:28:24,"""CID4861288""",Premier Sedan,Khan Market,South Extension,null,22,Low,,App
"""CNR9249048""",2024-06-01,18:08:25,"""CID9968725""",Premier Sedan,Cyber Hub,Azadpur,Cash,18,Medium,Clear,App
"""CNR1415453""",2024-02-17,12:16:30,"""CID2880540""",Premier Sedan,Saidulajab,Tis Hazari,Credit Card,12,Low,Rain,App
" ""CNR4554716""",2024-07-25,05:50:59," ""CID8542300""", Premier Sedan,Udyog Vihar Phase 4,Akshardham,,5,Low, NA,Web
"""CNR8263485""",2024-01-10,16:47:08,"""CID4561032""",Premier Sedan,Tis Hazari,Old Gurgaon,null,16,Medium,,App
"""CNR6836085""",2024-04-11,17:37:52,"""CID2025312""",Uber XL,Ghaziabad,Noida Extension,null,17,High,,App
"""CNR2074318""",2024-07-12,14:21:03,"""CID2501774""",Premier Sedan,Nirman Vihar,IGNOU Road,null,14,Medium,,App
"""CNR2698527""",2024-10-25,09:53:36,"""CID9975163""",Premier Sedan,Paschim Vihar,Ashok Vihar,Cash,9,High,Rain,App
"""CNR6001849""",2024-04-13,13:59:46,"""CID2834366""",Premier Sedan,Panchsheel Park,Netaji Subhash Place,UPI,13,Low,Clear,App
"""CNR8702781""",2024-08-11,16:10:57,"""CID5037041""",Uber XL,Civil Lines Gurgaon,Connaught Place,null,16,Medium,,Web
"""CNR1567803""",2024-01-26,19:18:45,"""CID1394326""",Uber XL,Udyog Vihar Phase 4,Shahdara,UPI,19,High,Clear,Phone
"""CNR5711199""",2024-11-04,09:10:55,"""CID7904602""",Uber XL,Ghitorni,Saket,Cash,9,High,Rain,Web
"""CNR5981332""",2024-02-05,16:27:00,"""CID9128991""",Premier Sedan,Uttam Nagar,Moolchand,UPI,16,Low,Clear,Web
"""CNR1297393""",2024-04-21,09:45:49,"""CID3612473""",Premier Sedan,Pragati Maidan,Keshav Puram,UPI,9,High,Rain,App
"""CNR2252060""",2024-03-14,21:09:42,"""CID9663364""",Uber XL,Qutub Minar,Punjabi Bagh,UPI,21,Low,Clear,App
"""CNR6230883""",2024-01-02,07:25:45,"""CID3852038""",Premier Sedan,Noida Sector 62,Saidulajab,UPI,7,High,Rain,Phone
"""CNR4473480"" ",07-Aug-2024,11:36 PM,"""CID3280619""",Premier Sedan, Yamuna Bank,Mundka,NA ,23,,,Phone 
"""CNR5755797""",2024-09-07,20:20:13,"""CID3403479""",Premier Sedan,Yamuna Bank,Barakhamba Road,UPI,20,Medium,Clear,App
"""CNR8628171""",2024-11-05,09:28:33,"""CID7047229""",Premier Sedan,Badshahpur,Sadar Bazar Gurgaon,UPI,9,High,Clear,Web
"""CNR7339823""",2024-06-10,13:37:12,"""CID6008276""",Premier Sedan,Mundka,Badshahpur,Cash,13,High,Rain,App
"""CNR4270907""",2024-10-13,00:16:14,"""CID6914217""",Uber XL,Kadarpur,Bahadurgarh,null,0,Medium,,Phone
"""CNR5501354"" ",2024-04-16,08:23:17,"""CID6689476"" ",Premier Sedan,RK Puram , Anand Vihar,,8,High, NA,App
"""CNR6765228""",2024-05-31,08:14:33,"""CID4556395""",Premier Sedan,New Delhi Railway Station,RK Puram,null,8,Medium,,App
"""CNR9818360""",07/07/2024,5:48 AM,"""CID7260902"" ",Premier Sedan,Golf Course Road,Saket A Block, Cash,17,,Fog,App
"""CNR9520093""",2024-09-11,20:17:58,"""CID6217412""",Uber XL,Punjabi Bagh,Ashok Vihar,null,20,Low,,App
"""CNR1255399""",2024-11-29,22:50:51,"""CID9753516""",Premier Sedan,Azadpur,Lajpat Nagar,Cash,22,Low,Clear,App
"""CNR1684913""",2024-12-30,06:58:31,"""CID3822894""",Premier Sedan,Tughlakabad,Sohna  Road,,6,Low,Clear,Web
"""CNR6921003""",2024-09-25,18:45:37,"""CID5233751""",Premier Sedan,Narsinghpur,Welcome,Uber Wallet,18,Medium,Clear,App
"""CNR9553052""",2024-03-28,22:16:20,"""CID6833396""",Uber XL,Uttam Nagar,Ashok Vihar,Cash,22,High,Clear,Phone
"""CNR3632624""",2024-11-06,13:03:36,"""CID4687885""",Uber XL,Hero Honda Chowk,IGI Airport,null,13,Medium,,App
"""CNR3175274""",2024-01-10,08:46:40,"""CID8323025""",Premier Sedan,Udyog Vihar Phase 4,Palam Vihar,Uber Wallet,8,High,Clear,Phone
"""CNR1279650""",11-Jul-2024,02:54,"""CID1040088""",Premier Sedan,Karol Bagh ,Samaypur Badli,NA ,null,Low ,Rain,Phone
"""CNR4768013""",2024-05-09,16:28:25,"""CID2645823""",Premier Sedan,Azadpur,Gurgaon Sector 56,Cash,16,High,Rain,Phone
"""CNR2718215""",2024-05-12,18:02:32,"""CID5263449""",Premier Sedan,Noida Film City,INA Market,Cash,18,High,Rain,App
"""CNR3208003""",07/03/2024,13:28,"""CID4362038""",Premier Sedan ,Karol Bagh,Laxmi Nagar,NA ,13 ,NA ,, App
"""CNR3773842""",2024-08-05,16:03:58,"""CID5672996""",Premier Sedan,IMT Manesar,Tagore Garden,null,16,Low,,App
"""CNR2398127""",2024-02-06,13:20:57,"""CID9516459""",Premier Sedan,Azadpur,Anand Vihar ISBT,UPI,13,Medium,Rain,Web
"""CNR8060480""",2024-06-24,07:25:59,"""CID2090448""",Premier Sedan,Chandni Chowk,Chirag Delhi,UPI,7,High,Clear,App
"""CNR8895236""",2024-12-12,15:15:02,"""CID4631120""",Premier Sedan,Shastri Park,Palam Vihar,UPI,15,Medium,Rain,App
"""CNR7394885""",2024-09-10,19:12:42,"""CID2776949""",Premier Sedan,Gurgaon Sector 29,Paschim Vihar,null,19,Low,,App
"""CNR5330733""",2024-03-07,20:11:05,"""CID1455753""",Premier Sedan,Narsinghpur,Madipur,null,20,Low,,App
"""CNR2768217"" ",01/09/2024,13:27,"""CID9712290""",Premier Sedan,Sarai Kale Khan,Saket,UPI,13, Medium,Rain,Web
"""CNR2474316""",2024-09-23,18:34:19,"""CID2780031""",Premier Sedan,Gurgaon Sector 29,Malviya Nagar,null,18,High,,App
"""CNR1346172""",2024-06-26,18:16:24,"""CID1448230""",Premier Sedan,Rajiv Chowk,Sohna Road,null,18,High,,App
"""CNR5090858""",2024-08-01,08:44:56,"""CID5851277""",Premier Sedan,Arjangarh,Anand Vihar,UPI,8,Medium,Clear,App
"""CNR5471746""",2024-02-13,09:50:04,"""CID7213025""",Premier Sedan,Rajiv Nagar,Connaught Place,null,9,Medium,,App
"""CNR9469110""",27-Jun-2024,8:43 AM,"""CID7958192""",Premier Sedan , Chanakyapuri,Noida Sector 62 ,UPI ,8,NA , Clear, Phone
" ""CNR7577210""",09/29/2024,8:22 AM,"""CID7946367""", Uber XL,Keshav Puram,Rajiv Chowk,NA ,8,NA , Clear,Phone
"""CNR7993861""",2024-08-03,20:35:16,"""CID9700440""",Uber XL,Shastri Park,Dwarka Sector 21,null,20,Medium,,App
"""CNR4061895""",2024-06-02,21:18:48,"""CID4993479""",Premier Sedan,Khan Market,Kashmere Gate,UPI,21,Low,Clear,Web
"""CNR2864982""",2024-01-06,22:28:26,"""CID4021674""",Premier Sedan,MG Road,Kanhaiya Nagar,UPI,22,Low,Clear,App
"""CNR3384096""",2024-09-04,09:30:08,"""CID2128239""",Premier Sedan,Moolchand,Gurgaon Sector 56,Cash,9,Medium,Rain,Web
"""CNR1211577""",2024-07-07,17:06:58,"""CID8314074""",Premier Sedan,Bahadurgarh,New Delhi Railway Station,null,17,High,,App
"""CNR3783092""",2024-11-15,10:00:51,"""CID4381737""",Premier Sedan,Jhilmil,Chanakyapuri,UPI,10,Medium,Fog,Web
"""CNR2591316""",2024-12-27,09:26:35,"""CID4398345""",Premier Sedan,Basai Dhankot,Chandni Chowk,Uber Wallet,9,High,Rain,App
"""CNR5741084""",2024-01-06,07:13:05,"""CID2686381""",Premier Sedan,DLF City Court,Shivaji Park,UPI,7,Low,Storm,Phone
"""CNR1665411""",2024-11-09,14:12:14,"""CID3374011""",Uber XL,Vasant Kunj,Dwarka Mor,Debit Card,14,Medium,Fog,App
"""CNR8471536""",2024-09-09,17:38:24,"""CID3214743""",Premier Sedan,Kaushambi,Noida Extension,UPI,17,High,Clear,App
"""CNR9439707""",2024-10-28,15:56:42,"""CID8441975""",Premier Sedan,Ashok Vihar,Rohini,null,15,Medium,,App
"""CNR5600714""",2024-12-23,20:16:22,"""CID9860684""",Premier Sedan,Qutub Minar,Rohini East,UPI,20,High,Storm,App
"""CNR1502676""",2024-10-09,23:49:12,"""CID7638143""",Premier Sedan,Chhatarpur,Sadar Bazar Gurgaon,null,23,Low,,App
"""CNR4601189""",2024-06-24,19:09:48,"""CID3613864""",Premier Sedan,Greater Kailash,Cyber Hub,Uber Wallet,19,Medium,Clear,Phone
"""CNR7693517"" ",2024-07-24,12:11:36,"""CID2132379""",Premier Sedan,Panchsheel  Park,Ghaziabad, null,12,Medium ,,App
"""CNR8811867""",2024-01-02,16:25:48,"""CID4158863""",Premier  Sedan, IIT Delhi,Noida Extension,NA ,N/A,High,Clear , App
"""CNR5401945""",2024-02-16,05:50:13,"""CID1897974""",Premier Sedan,Paschim Vihar,Ashram,UPI,5,Low,Clear,App
"""CNR1568472""",2024-01-31,13:36:34,"""CID2884783""",Premier Sedan,DLF City Court,Paschim Vihar,Uber Wallet,13,Medium,Rain,Web
"""CNR4766292""",2024-10-21,12:44:21,"""CID3879361""",Premier Sedan,Bahadurgarh,Mehrauli,UPI,12,Low,Clear,App
"""CNR1612648""",2024-08-05,20:37:31,"""CID2924340""",Uber XL,Mandi House,Uttam Nagar,null,20,High,,App
"""CNR9394171""",2024-02-17,13:07:34,"""CID1860209""",Premier Sedan,Ghaziabad,Dwarka Mor,Uber Wallet,13,Medium,Fog,App
"""CNR2047860""",2024-02-22,21:10:29,"""CID5717859""",Premier Sedan,Anand Vihar,IMT Manesar,Cash,21,Medium,Rain,App
"""CNR1707593""",2024-02-01,05:52:08,"""CID6137929""",Premier Sedan,Gurgaon Sector 29,Golf Course Road,Cash,5,Medium,Rain,Web
"""CNR4444143""",2024-12-09,10:15:04,"""CID6320385""",Premier Sedan,Okhla,South Extension,Debit Card,10,High,Storm,App
"""CNR7782176""",2024-08-11,10:29:49,"""CID1408438""",Uber XL,South Extension,Seelampur,UPI,10,Medium,Clear,App
"""CNR6335707""",21-Jul-2024,14:10,"""CID2941563""",Uber XL,Tughlakabad,Chhatarpur,null,14,Medium,NA ,Web
"""CNR3139980""",2024-01-14,15:51:06,"""CID2714921""",Premier Sedan,Vishwavidyalaya,Yamuna Bank,Cash,15,Low,Storm,Web
"""CNR2736451""",02/02/2024,06:03,"""CID8682801""",Premier Sedan,Chanakyapuri,Hero Honda Chowk ,UPI,6 ,,Clear,App
"""CNR4535539""",2024-02-08,10:53:05,"""CID6389762""",Premier Sedan,AIIMS,Bhikaji Cama Place,UPI,10,High,Clear,App
"""CNR5324004"" ",2024-02-16,17:38:36,"""CID3380219"" ", Premier Sedan,DLF Phase 3,IIT Delhi,,null,Medium, Storm,App 
"""CNR6363289""",2024-06-13,21:46:44,"""CID7122870""",Premier Sedan,Ardee City,Karol Bagh,null,21,Low,,App
"""CNR4205978""",2024-09-09,11:29:52,"""CID5982462""",Premier Sedan,Jor Bagh,Azadpur,Cash,11,High,Clear,App
"""CNR2838164""",2024-02-21,22:04:20,"""CID2786983""",Premier Sedan,Ghitorni,South Extension,UPI,22,Low,Clear,Web
"""CNR9085837""",2024-03-07,08:24:39,"""CID9510019""",Premier Sedan,Kaushambi,Vaishali,UPI,8,High,Clear,App
"""CNR9877041""",2024-08-05,16:09:33,"""CID7446110""",Premier Sedan,Badshahpur,Lajpat Nagar,UPI,16,Low,Fog,App
"""CNR1890740""",2024-08-30,09:47:38,"""CID1845686""",Premier Sedan,Rajiv Nagar,Jasola,UPI,9,High,Clear,Phone
"""CNR7258495""",2024-04-26,17:02:44,"""CID4294853""",Uber XL,Civil Lines Gurgaon,Dwarka Sector 21,null,17,Medium,,App
"""CNR6142721""",2024-09-30,17:46:42,"""CID9720904""",Premier Sedan,Khandsa,Gwal Pahari,Cash,17,High,Clear,App
"""CNR9291642""",2024-12-08,19:04:11,"""CID5704736""",Uber XL,Panchsheel Park,Pulbangash,Cash,19,Low,Rain,Web
"""CNR1085745""",2024-10-07,13:40:44,"""CID8663468""",Premier Sedan,Yamuna Bank,Panchsheel Park,UPI,13,High,Clear,Phone
"""CNR1585123""",2024-08-02,12:35:09,"""CID7108835""",Uber XL,Pataudi Chowk,Basai Dhankot,null,12,High,,App
"""CNR3888021""",2024-10-27,10:52:47,"""CID4070169""",Premier Sedan,Ramesh Nagar,Vasant Kunj,Cash,10,High,Storm,Phone
"""CNR2181457""",2024-02-16,07:05:18,"""CID2485744""",Premier Sedan,Mehrauli,RK Puram,UPI,7,High,Clear,App
"""CNR8661574""",2024-10-25,17:00:57,"""CID2475032""",Premier  Sedan,Sarai Kale Khan,Dwarka Mor, NA,N/A, Medium,, App
"""CNR5310293""",2024-04-18,19:26:40,"""CID1636192""",Premier Sedan,Manesar,Kaushambi,null,19,Low,,App
"""CNR2299258""",2024-07-05,23:38:49,"""CID3765466""",Premier Sedan,Nirman Vihar,Moolchand,Cash,23,Low,Storm,App
"""CNR3075516""",2024-03-18,21:48:00,"""CID2434361""",Premier Sedan,Keshav Puram,Bhikaji Cama Place,UPI,21,High,Clear,App
"""CNR4984489""",2024-04-26,09:46:40,"""CID3208790""",Premier Sedan,Pataudi Chowk,Sushant Lok,null,9,Low,,App
"""CNR5278064""",2024-05-12,18:13:49,"""CID5720084""",Uber XL,Civil Lines Gurgaon,Ghaziabad,null,18,High,,Web
"""CNR5047949""",2024-08-31,15:31:21,"""CID8785341""",Premier Sedan,Bhiwadi,Vinobapuri,UPI,15,Medium,Clear,App
"""CNR2715780""",2024-11-13,16:40:43,"""CID3230998""",Uber XL,Munirka,Netaji Subhash Place,null,16,High,,Phone
"""CNR7814116""",2024-07-18,11:58:03,"""CID5671488""",Premier Sedan,Saidulajab,Punjabi Bagh,UPI,11,High,Rain,App
"""CNR1887662""",2024-12-01,20:07:58,"""CID6753024""",Premier Sedan,Lok Kalyan Marg,Adarsh Nagar,UPI,20,High,Fog,App
"""CNR5064703""",2024-07-11,06:15:22,"""CID5407503""",Premier Sedan,Pulbangash,Saidulajab,UPI,6,Medium,Rain,App
"""CNR9065333""",2024-10-23,18:19:25,"""CID3085511""",Premier Sedan,Preet Vihar,Govindpuri,Debit Card,18,High,Clear,Phone
"""CNR1600509""",2024-03-28,09:06:41,"""CID7282176""",Premier Sedan,Bhikaji Cama Place,Sushant Lok,UPI,9,High,Rain,App
"""CNR9032446""",2024-06-30,15:32:58,"""CID2340970""",Premier Sedan,Model Town,Vinobapuri,Debit Card,15,Low,Clear,App
"""CNR9192967""",2024-09-27,19:14:02,"""CID1421458""",Premier Sedan,Civil Lines Gurgaon,Chandni Chowk,null,19,High,,App
"""CNR5245067""",2024-10-06,12:14:57,"""CID2093285""",Premier Sedan,Dwarka Mor,Ashram,Cash,12,High,Storm,Phone
"""CNR4583731""",2024-10-11,06:36:25,"""CID3880312""",Premier Sedan,Sarojini Nagar,Panipat,UPI,6,Medium,Rain,Web
"""CNR4109523"" ",2024-05-04,10:23:47,"""CID6693090""",Premier Sedan, Rajouri Garden,Ashok Park Main,NA ,10,NA ,Rain,App
"""CNR2346977""",2024-10-06,19:15:40,"""CID6991981""",Premier Sedan,Rithala,Meerut,Debit Card,19,Medium,Clear,App
"""CNR7770111""",2024-04-07,12:29:43,"""CID8137313""",Premier Sedan,Adarsh Nagar,Subhash Nagar,null,12,Medium,,App
"""CNR8113373""",2024-07-28,19:54:39,"""CID5042495""",Premier Sedan,Welcome,Huda City Centre,Cash,19,Low,Clear,App
"""CNR4226225""",2024-08-29,12:29:23,"""CID3162096""",Premier Sedan,Udyog Vihar,Nirman Vihar,Credit Card,12,Medium,Clear,App
"""CNR5083260""",2024-12-12,16:13:44,"""CID3732664""",Premier Sedan,Shastri Park,Rohini West,UPI,16,Medium,Clear,App
"""CNR9640256""",2024-03-09,11:16:58,"""CID4598090""",Premier Sedan,Munirka,Greater Noida,null,11,Medium,,Web
"""CNR8522121""",2024-12-27,02:08:38,"""CID6857349""",Premier Sedan,Dwarka Mor,Kaushambi,UPI,2,Medium,Clear,App
"""CNR7361885""",2024-10-18,06:50:11,"""CID7576731""",Premier Sedan,Tagore Garden,Tughlakabad,null,6,Low,,App
"""CNR9159994""",2024-06-21,15:25:38,"""CID1334912""",Premier Sedan,Kanhaiya Nagar,Ardee City,UPI,15,Medium,Clear,App
"""CNR7135857"" ",25-Jul-2024,21:55,"""CID5510036"" ",Uber  XL, Rohini,Anand Vihar,,21,High,Rain, App
"""CNR4822974""",2024-07-24,05:23:03,"""CID5011098""",Uber XL,Vasant Kunj, Laxmi Nagar,null,5,, NA,App
"""CNR7330182"" ",06/02/2024,16:27,"""CID3954512""",Premier Sedan,Bahadurgarh,Rajouri Garden,UPI ,16,High,Fog,App
"""CNR3145848""",2024-09-10,09:55:22,"""CID8726523""",Premier Sedan,Arjangarh,Dilshad Garden,Debit Card,9,Low,Rain,Web
"""CNR5726598""",2024-12-22,22:00:51,"""CID8860498""",Uber XL,Saket A Block,Preet Vihar,UPI,22,Low,Clear,App
"""CNR8610437""",2024-09-05,09:26:09,"""CID7682539""",Premier Sedan,ITO,Seelampur,UPI,9,Medium,Rain,Phone
"""CNR7736941""",20-Feb-2024,02:55,"""CID6554810""",Premier Sedan,Adarsh  Nagar,Ghitorni,Credit Card,2,,Rain,App
"""CNR8136861""",2024-02-18,18:32:03,"""CID1360989""",Premier Sedan,Mundka,Gurgaon Sector 56,null,18,High,,Web
"""CNR9558592""",2024-01-30,19:56:57,"""CID6845587""",Premier Sedan,Anand Vihar,Panchsheel Park,null,19,High,,App
"""CNR3528643""",2024-10-08,11:18:46,"""CID5701318""",Premier Sedan,Kadarpur,INA Market,null,11,Low,,Web
"""CNR4702923""",2024-06-14,10:11:48,"""CID1282591""",Premier Sedan,Gurgaon Sector 29,Paschim Vihar,Credit Card,10,Medium,Clear,App
"""CNR4212795""",2024-06-10,08:53:28,"""CID9399900""",Premier Sedan,Kalkaji,Ghitorni Village,null,8,Medium,,Phone
"""CNR7328760""",2024-07-29,18:50:54,"""CID6017930""",Premier Sedan,Saket A Block,Kalkaji,Uber Wallet,18,Medium,Rain,Web
"""CNR4553026""",2024-06-16,13:13:01,"""CID8811602""",Premier Sedan,Rajiv Nagar,Moolchand,UPI,13,Low,Storm,App
"""CNR5653113""",2024-11-16,08:07:02,"""CID6472578""",Premier Sedan,Shahdara,Jasola,Credit Card,8,High,Clear,App
"""CNR9655022""",2024-10-02,17:27:23,"""CID3685453""",Uber XL,Chandni Chowk,Azadpur,Cash,17,Low,Clear,Phone
"""CNR2838751""",2024-04-11,10:33:34,"""CID6250492""",Premier Sedan,Jahangirpuri,Kaushambi,UPI,10,High,Rain,App
"""CNR6138985""",2024-04-19,10:28:46,"""CID8785217""",Premier Sedan,IMT Manesar,DLF City Court,Cash,10,Medium,Rain,App
"""CNR6393791""",2024-06-05,09:20:23,"""CID3487091""",Premier Sedan,Saket,MG Road,UPI,9,High,Clear,App
"""CNR9555586""",2024-10-09,10:57:29,"""CID9607397""",Uber XL,Gwal Pahari,Seelampur,Cash,10,High,Rain,App
"""CNR3802074""",2024-12-11,21:33:34,"""CID1201966""",Premier Sedan,Nawada,Indirapuram,Uber Wallet,21,Low,Clear,App
"""CNR2342641"" ",01/14/2024,06:40,"""CID3705226"" ",Premier Sedan,Madipur,Tughlakabad,,6, NA, Clear,App
"""CNR4182645""",2024-06-01,22:10:22,"""CID4898298""",Premier Sedan,Rajiv Chowk,Pragati Maidan,null,22,Medium,,Phone
"""CNR3020369""",2024-12-19,11:04:54,"""CID8266961""",Premier Sedan,Connaught Place,Laxmi Nagar,null,11,Medium,,App
"""CNR4777712""",2024-07-13,09:21:30,"""CID4802407""",Premier Sedan,Vidhan Sabha,Laxmi Nagar,UPI,9,High,Clear,App
"""CNR5708799""",2024-07-17,23:15:40,"""CID7754568""",Premier Sedan,Kherki Daula Toll,Indirapuram,null,23,Low,,App
"""CNR2824040""",2024-03-25,21:27:25,"""CID4840614""",Premier Sedan,Saidulajab,South Extension,Uber Wallet,21,Low,Rain,App
"""CNR1104575""",2024-11-10,16:06:07,"""CID9044782""",Uber XL,Tilak Nagar,Dwarka Sector 21,null,16,High,,App
"""CNR3752036""",19-Jul-2024,9:34 AM,"""CID6566796""",Premier Sedan, Chhatarpur,Palam Vihar ,null,21,,,App
"""CNR6785797""",2024-01-19,17:23:34,"""CID9209975""",Premier Sedan,Sohna Road,IFFCO Chowk,Credit Card,17,High,Clear,Phone
"""CNR4030184""",2024-10-25,06:49:28,"""CID1383129""",Uber XL,Indraprastha,Panipat,null,6,Medium,,App
"""CNR6223695""",2024-01-21,23:49:29,"""CID2636384""",Premier Sedan,RK Puram,India Gate,UPI,23,Low,Clear,Web
"""CNR1432665""",2024-11-29,19:18:43,"""CID8981049""",Uber XL,Sultanpur,Lajpat Nagar,Uber Wallet,19,High,Clear,App
"""CNR5544700""",2024-07-21,17:25:17,"""CID2116310""",Premier Sedan,IGNOU Road,Rohini West,null,17,Medium,,App
"""CNR9178729""",2024-03-03,15:20:03,"""CID2655505""",Premier Sedan,IMT Manesar,Welcome,null,15,Low,,App
"""CNR5140049""",2024-12-14,07:10:14,"""CID5763953""",Premier Sedan,Udyog Vihar,Govindpuri,null,7,High,,App
"""CNR6524251""",2024-10-05,21:31:59,"""CID2730814""",Premier Sedan,Pataudi Chowk,Chirag Delhi,UPI,21,Low,Rain,App
"""CNR2776364"" ",2024-05-07,13:20:31,"""CID2979651""",Premier Sedan ,Rohini East,Munirka, Cash,13,Low,Rain,App
"""CNR1793946""",2024-07-15,11:08:06,"""CID9561565""",Premier Sedan,Kanhaiya Nagar,Munirka,Uber Wallet,11,Medium,Clear,App
"""CNR1966409""",2024-10-12,11:48:15,"""CID6989378""",Uber XL,IFFCO Chowk,Panipat,null,11,Low,,App
"""CNR5908454""",13-May-2024,8:26 PM,"""CID2012943""",Premier Sedan,Patel Chowk ,Kashmere Gate ISBT,NA ,20,Medium, NA,App
"""CNR3548973""",2024-09-29,13:21:11,"""CID6747556""",Premier Sedan,Anand Vihar ISBT,Dwarka Sector 21,Cash,13,Medium,Clear,App
"""CNR4946491""",02-Jun-2024,11:33," ""CID3798428""",Premier Sedan,Khan Market,Manesar,,11 ,Low, Storm,App
