Booking ID,Booking Status,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
"""CNR4748585""",Cancelled by Driver,3.1,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR8623262""",Incomplete,6.3,15.2,null,null,null,null,1,Vehicle Breakdown,69,2.34,null,null
"""CNR3769770"" ",Completed,13.2 ,39.9 ,1,null,null,null,null,null ,407,16.98,4.2 ,4.1 
"""CNR3569805""",Completed,7.8,23.3,null,null,null,null,null,null,1188,16.98,4.9,4.6
"""CNR9542162""",Completed,4.0,36.5,null,null,null,null,null,null,1068,41.54,4.7,4.4
"""CNR9771046""",Completed,10.6,24.4,null,null,null,null,null,null,958,35.38,4.4,4.7
"""CNR4010252"" ",Completed ,20,28.1,null,null,null,null ,null,null, 167,0,4.7 ,4.2
"""CNR4920433""",Incomplete,7.5,10.2,null,null,null,null,1,Other Issue,356,10.99,null,null
"""CNR5264688""",Completed,5.2,33.9,null,null,null,null,null,null,862,49.37,4.3,4.3
"""CNR7139043""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR4666335""",Completed,9.0,36.0,null,null,null,null,null,null,276,3.81,4.3,3.3
"""CNR3888537""",Completed,20,15.8,1,null ,null ,null, null,null, 195,0,4.7,4.9
"""CNR1216127""",Incomplete,7.6,21.3,null,null,null,null,1,Customer Demand,920,18.97,null,null
"""CNR8499030""",Completed,7.5,21.6,null,null,null,null,null,null,486,3.07,4.2,5.0
"""CNR2773506""",Completed,15.0,38.5,null,null,null,null,null,null,448,43.79,4.6,3.9
"""CNR6177754""",Completed,8.1,42.8,null,null,null,null,null,null,477,46.78,4.4,4.3
"""CNR5260121""",Completed,11.5,19.9,null,null,null,null,null,null,274,33.32,4.6,4.1
"""CNR6211488""",Completed,6.0,30.3,null,null,null,null,null,null,389,34.78,4.6,4.5
"""CNR3420587""",Completed,10.2,32.0,null,null,null,null,null,null,104,19.78,4.6,4.9
"""CNR1727660""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
" ""CNR2186741""",Cancelled by Customer,17.4,null,1, Change of plans, null,,null,null,null ,null,null,null
"""CNR6576024""",Cancelled by Customer,16.0,null,1,AC is not working,null,null,null,null,null,null,null,null
"""CNR3433661""",Incomplete,2.1,17.5,null,null,null,null,1,Vehicle Breakdown,488,7.54,null,null
"""CNR3744742""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR3180375""",Completed,11.3,34.8,null,null,null,null,null,null,980,29.2,4.3,4.6
"""CNR1527122""",Completed,2.8,29.4,null,null,null,null,null,null,419,33.17,4.2,5.0
"""CNR7603126""",Completed,7.2,25.6,null,null,null,null,null,null,308,45.43,4.1,4.0
"""CNR2518524""",Completed,3.8,23.2,null,null,null,null,null,null,525,30.85,4.4,4.3
"""CNR7980191""",Completed,2.2,30.5,null,null,null,null,null,null,324,40.4,4.2,4.0
"""CNR3994485""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR5536063""",Cancelled by Driver,8.3,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR3646492""",Completed,2.2,25.7,null,null,null,null,null,null,879,35.45,3.1,4.8
"""CNR4437481""",Completed,8.4,41.9,null,null,null,null,null,null,216,15.4,4.7,4.8
"""CNR6339586""",Completed,7.5,37.3,null,null,null,null,null,null,978,2.36,4.2,4.2
"""CNR1527383""",No Driver Found,null,null,null,null,null, null, null,null ,null, null,null,null
"""CNR1223642""",Completed,4.2,22.5,null,null,null,null,null,null,414,11.52,4.3,4.5
"""CNR2207090""",Completed,3.1,27.0,null,null,null,null,null,null,314,36.97,4.5,4.3
"""CNR9986610""",Cancelled by Driver,9.7,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR9911781""",Completed,5.7,20.9,null,null,null,null,null,null,353,44.72,4.5,4.3
"""CNR6896764""",Completed,2.2,24.6,null,null,null,null,null,null,517,15.33,4.3,4.6
"""CNR6569029""",Completed,7.7,39.8,null,null,null,null,null,null,583,34.83,4.5,4.1
"""CNR5529688""",Completed,4.6,-27.6,1,null,-1,,-1,Other Issue,NaN,-7.63,-1,-1
"""CNR9111730"" ",Completed,6.4,19.1,null ,null,null ,null,null,null, 224,67.16,4.3,4.2 
"""CNR1194094""",Completed,12.5,43.1,null,null,null,null,null,null,1112,9.86,4.3,4.5
"""CNR3340640""",Completed,4.3,26.8,null,null,null,null,null,null,102,7.53,3.7,4.1
"""CNR6578855""",Cancelled by Customer,5.1,null,1,Wrong Address,null,null,null,null,null,null,null,null
"""CNR8728198""",Completed,14.0,31.9,null,null,null,null,null,null,872,40.5,3.3,4.7
"""CNR6043756""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR2316186""",Completed,9.1,37.2,null,null,null,null,null,null,724,22.17,5.0,4.1
"""CNR1832259""", Completed,8.4 ,22.6 ,null,null ,null ,null,null,null,213 ,27.97 ,4.9,4.2
"""CNR3240360""",Completed,4.8,36.2,null,null,null,null,null,null,297,47.24,3.8,4.3
"""CNR8758560""",Completed,4.5,15.6 ,1,null,null ,,null,null,246,23.15 ,3.8,3.9
"""CNR1428793""",Cancelled by Customer,18.0,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null
" ""CNR3959039""",Completed,9.5,22.9 ,null ,null ,null,,null ,null,438,2.95,4.9,4.9
"""CNR6631276""",Completed,2.8 , 22.0,null,null, null,null ,null ,null ,286,35.85 ,5.0, 4.8
"""CNR9921720""",Completed,4.6,33.5,null,null,null,null,null,null,1759,48.24,4.1,4.7
"""CNR7417673""",Completed,10.4,39.0,null,null,null,null,null,null,812,9.47,5.0,4.9
"""CNR5289468""",Completed,20,-1,1,null ,1,More than permitted people in there,-1,null,null ,0,-1,-1
"""CNR7566734""",Completed,12.6,17.7,null,null,null,null,null,null,179,47.1,4.2,4.9
"""CNR7408121""",Incomplete,8.8,11.6,null,null,null,null,1,Customer Demand,195,13.72,null,null
"""CNR6300365""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR1702968""",Completed,6.7,29.9,null,null,null,null,null,null,607,24.42,4.1,4.6
"""CNR6810253""",Completed,4.3,23.1,null,null,null,null,null,null,483,36.74,4.4,4.3
"""CNR5510267"" ",Cancelled by Customer,19.9 ,null,1,Driver is not moving towards pickup location,null ,null,null,null,null ,null,null, null
"""CNR5327035""",Completed,9.8,21.3,null,null,null,null,null,null,559,16.46,3.4,4.3
"""CNR1037559""",Cancelled by Customer,14.8,null,1,Driver is not moving towards pickup location,null,null,null,null,null,null,null,null
"""CNR8593326""",Completed,8.3,39.1,null,null,null,null,null,null,867,34.65,3.0,4.4
"""CNR2361393""",Completed,13.1,25.7,null,null,null,null, null,null ,134 ,108.52,4.2 ,4.9
"""CNR1870734""",Incomplete,5.7,14.4,null,null,null,null,1,Vehicle Breakdown,267,6.12,null,null
"""CNR8497777""",Completed,7.1,15.3,null,null,null,null,null,null,287,41.01,4.3,4.7
"""CNR6919092""",Completed,10.8,35.5,null,null,null,null,null,null,454,12.55,4.3,4.9
"""CNR8419215""",Completed,6.7,16.2,null,null,null,null,null,null,253,17.27,4.5,4.5
"""CNR7591874""",Completed,10.9,41.2,null,null,null,null,null,null,468,43.57,4.4,4.5
"""CNR6739944""",Completed,6.3,35.2,null,null,null,null,null,null,148,42.71,4.6,4.3
"""CNR3026944""",Cancelled by Customer,17.8,null,1,Wrong Address,null,null,null,null,null,null,null,null
"""CNR2384937""",Completed,8.4,22.6,null,null,null,null,null,null,426,44.29,4.4,3.8
"""CNR2361324""",Completed,2.5,33.1,null,null,null,null,null,null,447,7.99,4.1,4.2
"""CNR9021004""",Completed,14.9,22.1,null,null,null,null,null,null,142,3.23,3.8,4.9
"""CNR1173155""",Completed,9.3,31.4,null,null,null,null,null,null,937,27.54,4.7,4.1
"""CNR1950007""",Completed,12.1,28.2,null,null,null,null,null,null,340,28.86,4.1,4.4
"""CNR6058602""",Completed,6.8,33.1,null,null,null,null,null,null,56,13.03,4.6,4.8
"""CNR9977027""",Cancelled by Driver,8.8,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR3548111""",Completed,11.9,null,1,Driver asked to cancel, null,,null,null,NaN,null ,null,null
"""CNR9513349""",Completed,4.3,37.3,null,null,null,null,null,null,238,22.29,4.1,4.9
"""CNR5422272""",Completed,6.2,22.3,null,null,null,null,null,null,395,48.52,5.0,4.8
"""CNR3798107""",Completed,9.2,19.4,null,null,null,null,null,null,315,10.4,4.9,5.0
"""CNR2350831""",Completed,14.0,41.0,null,null,null,null,null,null,765,47.0,4.4,4.7
"""CNR8591273""",Completed,6.2,38.2,null,null,null,null,null,null,1147,39.91,4.5,5.0
"""CNR7220611""",Completed,8.8,34.4,null,null,null,null,null,null,850,6.42,3.9,4.1
"""CNR6389779""",Completed,8.6,28.8,null,null,null,null,null,null,1291,37.86,4.2,4.9
"""CNR4375282""",Cancelled by Driver,9.7,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR3122422""",Completed,11.7,33.9,null,null,null,null,null,null,742,18.77,4.1,4.1
"""CNR1588735""",Cancelled by Driver,4.9,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR2924717""",Completed,13.9,34.6,null,null,null,null,null,null,387,17.36,3.2,3.6
"""CNR8623292""",Cancelled by Driver,8.8,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR7381862""",Cancelled by Driver,8.9,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR7194859""",Completed , 5.1,20.2 , null,null ,null,,null,null,839 ,13.96,4.9,4.3
"""CNR8589026""",Completed,12.9,28.6,null,null,null,null,null,null,389,11.13,4.1,4.3
"""CNR8830467""",Cancelled by Customer,16.3,null,1,Wrong Address,null,null,null,null,null,null,null,null
"""CNR9633965""",Cancelled by Driver,6.7,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR2801216""",Cancelled by Customer,9.7,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null
"""CNR2499277""",Completed,4.3,28.5,null,null,null,null,null,null,332,22.77,4.6,4.7
"""CNR7839750""",Completed,13.2,40.3,null,null,null,null,null,null,336,31.19,4.1,5.0
"""CNR3472632""",Cancelled by Driver,7.9,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR8089553""",Completed,8.2,33.1,null,null,null,null,null,null,290,5.22,4.5,4.3
"""CNR5097308""",Cancelled by Driver,11.9,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR1589894""",Completed,4.7,32.5,null,null,null,null,null,null,272,31.69,4.8,3.8
"""CNR1614069""",Cancelled by Driver,6.7,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR6994268""",Completed ,20,17.7,null,null,null,null,null,null,375,0,4.3,4.9
"""CNR6440540""",Completed,7.1,36.7,null,null,null,null,null,null,569,17.71,4.6,4.6
"""CNR9695745""",Completed,3.5,19.5,null,null,null,null,null,null,318,7.06,3.9,4.3
"""CNR8983610""",Completed,6.2,25.0,null,null,null,null,null,null,345,28.12,4.5,4.3
"""CNR7607227""",Completed,6.0,36.5,null,null,null,null,null,null,1365,15.94,3.7,4.3
"""CNR6389402""",Completed,2.8,19.8,null,null,null,null,null,null,742,18.6,4.2,4.6
"""CNR5931400""",Cancelled by Driver,5.7,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR8653418""",Completed,7.9,15.1,null,null,null,null,null,null,762,32.72,3.3,4.2
"""CNR4587115""",Completed,7.2,26.6,null,null,null,null,null,null,547,21.63,4.3,5.0
"""CNR2345172""",Cancelled by Customer,10.6,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null
" ""CNR4464616""",Cancelled by Customer,-14.5,null,-1,AC is not working,null,null,null,null,-1,-1,null,-1
"""CNR4318920""",Incomplete,7.6,20.7,null,null,null,null,1,Customer Demand,1279,16.78,null,null
"""CNR5996695""",Completed,4.1,15.7,null,null,null,null,null,null,1389,11.77,4.2,4.2
"""CNR1242952""",Cancelled by Driver,20,-1,null,null, 1,More than permitted people in there,null , null,-1,0, null,null
"""CNR5005929""",Cancelled by Driver,-7.2,null,-1,null, 1,,null,null, null,-1,-1,null
"""CNR5669868""",Completed,8.1,35.8,null,null,null,null,null,null,971,6.4,3.0,4.8
"""CNR6783762""",Completed,2.7,27.5,null,null,null,null,null,null,812,11.86,4.8,4.6
"""CNR3226987""",Completed,10.9,31.3,null,null,null,null,null,null,967,24.43,4.2,4.2
"""CNR7356344""",Completed,6.5,32.0,null,null,null,null,null,null,521,43.99,3.8,4.9
"""CNR9149898""",Completed,3.1,25.6,null,null,null,null,null,null,505,22.5,3.8,3.8
"""CNR1279879""",Completed,12.5,40.1,null,null,null,null,null,null,72,10.41,4.2,3.4
"""CNR5430706""",Completed,6.1,17.2,null,null,null,null,null,null,907,25.75,3.6,4.2
"""CNR5705830""",Completed,14.6,40.1,null,null,null,null,null,null,284,26.07,4.3,5.0
"""CNR8922095""",Completed,13.4,-43.2,1,null ,-1, null,null,null ,-627,38.63 ,4.7,-4.9
"""CNR6892071""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR9457801""",Completed,9.4,30.9,null,null,null,null,null,null,176,31.79,4.5,4.9
"""CNR8634027""",Cancelled by Driver,3.7,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR5907287""",Completed,11.3,37.4,null,null,null,null,null,null,442,30.61,4.8,4.8
"""CNR1833883""",Completed,null,null,1, null,null,null,null,null,NaN,null,null,null
"""CNR5448537""",Completed ,10.5,25.0,-1, null,null,null,null, null,423,23.48,-4.2,-4.7
"""CNR4279302""",Completed,4.4,28.3,null,null,null,null,null,null,115,30.57,4.3,4.1
"""CNR8044596""",Completed,8.5,43.3,null,null,null,null,null,null,272,7.75,4.6,4.9
"""CNR2858638""",Completed,5.0,18.2,null,null,null,null,null,null,434,10.58,4.2,5.0
"""CNR4916971""",Cancelled by Customer,18.4,null,1,Driver is not moving towards pickup location,null,null,null,null,null,null,null,null
"""CNR8187951""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR9641956""",Cancelled by Customer,17.4,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null
"""CNR1456422""",Cancelled by Driver,3.8,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR6936731""",Completed,15.0,33.6,null,null,null,null,null,null,139,16.1,4.4,4.9
"""CNR4736408""",Incomplete,2.7,29.3,null,null,null,null,1, Other Issue,193,10.5,null,null
"""CNR7861800""",Cancelled by Customer,7.9,null,1,Driver is not moving towards pickup location,null,null,null,null,null,null,null,null
"""CNR7038810""",Completed,8.1,21.5,null,null,null,null,null,null,834,29.0,3.8,4.3
"""CNR1544718""",Cancelled by Driver,8.3,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR5077999""",Cancelled by Driver,3.7,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR2742861""",Completed,6.2,20.2,null,null,null,null,null,null,343,6.49,4.2,4.6
"""CNR7232310""",Completed,8.1,34.0,null,null,null,null,null,null,370,48.83,4.3,3.2
"""CNR1094050"" ",Cancelled  by Customer,-9.6,null ,1,AC is not working,null ,null,-1,null,null ,75.12,-1,-1
"""CNR1865451""",Incomplete,5.8,24.5,null,null,null,null,1,Other Issue,515,4.67,null,null
"""CNR8985224""",Completed,8.7,25.3,null,null,null,null,null,null,341,3.41,3.9,4.0
"""CNR6205389""",Cancelled by Driver,9.5,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR1859822""",Completed,10.7,39.4,null,null,null,null,null,null,902,42.42,4.4,4.2
"""CNR8332927""",Completed,13.3,26.0,null,null,null,null,null,null,85,11.26,4.1,5.0
"""CNR8361859"" ", Completed,20,17.0,null ,null,null,null ,null,null ,1191,0,4.2 , 4.3
" ""CNR9549097""",Cancelled by Driver ,20,null ,null,null, 1,The customer was coughing/sick,null,null,null,0, null,null
"""CNR1412572""",Completed,4.8,32.9,null,null,null,null,null,null,952,24.26,4.9,3.9
"""CNR7621258""",Cancelled by Driver,9.7,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR9343816""",Completed,11.4,25.2,null,null,null,null,null,null,889,32.87,4.3,4.3
"""CNR5965671""",Completed,3.1,34.8,null,null,null,null,null,null,955,36.17,4.2,4.4
"""CNR6844265""",Completed,2.8,41.0,null,null,null,null,null,null,242,6.44,3.4,4.3
"""CNR9759561""",Completed,6.5,42.9,null,null,null,null,null,null,628,19.42,4.7,5.0
"""CNR3630214""",Completed,-13.9,-24.5, null,null ,-1, NA,-1,null,NaN,15.02,-4.6,4.8
"""CNR1593465""",Completed,10.0,20.0,null,null,null,null,null,null,876,3.44,4.3,4.5
"""CNR5452966""",Completed,5.6,16.7,null,null,null,null,null,null,175,12.01,4.5,4.3
"""CNR4693273""",Completed,4.9,21.1,null,null,null,null,null,null,333,34.29,3.9,4.3
"""CNR3067411""", Cancelled by Driver,5.6,null,null,null ,1,Customer related issue, null,null ,NaN,null,null,null
"""CNR5024979""",Completed,14.2,34.9,null,null,null,null,null,null,576,44.48,4.9,4.4
"""CNR9277309""",Cancelled by Driver,7.0,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR5767935""",Completed,10.6,28.2,null,null,null,null,null,null,434,49.91,4.2,4.2
"""CNR5867087""",Completed,12.6,20.3,null,null,null,null,null,null,57,12.23,4.2,3.6
"""CNR5661656""",Completed,9.1,43.5,null,null,null,null,null,null,560,44.67,4.6,5.0
"""CNR8084231""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR5451645""",Completed,4.6,41.2,null,null,null,null,null,null,682,15.32,4.7,3.9
"""CNR2161236""",Completed,14.1,15.4,null,null,null,null,null,null,841,41.22,4.7,4.3
"""CNR4179357""",Completed,12.2,28.9,null,null,null,null,null,null,376,23.49,4.2,3.9
"""CNR5051294""",Cancelled by Customer,9.1,null,1,Change of plans,null,null,null,null,null,null,null,null
"""CNR7211920""",Cancelled by Driver,7.2,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR9131610""",Completed,5.9,27.2,null,null,null,null,null,null,442,35.28,4.1,4.1
"""CNR5243320""",Completed,2.9,28.3,null,null,null,null,null,null,2346,29.17,4.9,4.6
"""CNR1324108""",Cancelled by Customer,9.5,null,1,AC is not working,null,null,null,null,null,null,null,null
"""CNR2473814""",Completed,5.2,35.9,null,null,null,null,null,null,423,4.46,5.0,3.8
"""CNR7840144""",Completed,9.3,34.7,null,null,null,null,null,null,410,25.49,4.1,4.8
"""CNR7790624""",Completed,10.7,39.7,null,null,null,null,null,null,1195,27.76,4.1,3.6
"""CNR8615253""",Completed,14.5,18.0,null,null,null,null,null,null,656,8.78,3.7,3.8
"""CNR1357147""",Completed,13.1,43.1,null,null,null,null,null,null,438,43.06,4.5,4.9
"""CNR8913913""",Cancelled by Customer,19.5,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null
"""CNR1585232""",Cancelled by Driver,7.1,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR5225608""",Completed,2.6,26.0,null,null,null,null,null,null,73,15.37,5.0,3.7
"""CNR8041020""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR2752308""",Cancelled by Driver,5.9,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR6191637""",Completed,11.8,17.8,null,null,null,null,null,null,683,15.69,4.7,4.9
"""CNR8034735""",Completed,14.6,22.4,null,null,null,null,null,null,411,30.28,3.8,4.3
"""CNR5928414""",Completed,12.6,28.5,null,null,null,null,null,null,495,28.15,4.2,4.2
"""CNR8150987""",Completed,5.5,43.0,null,null,null,null,null,null,748,32.08,4.3,4.2
"""CNR4876444""",Completed, null,null,1,null, null,,null,null ,null,null, null,null
"""CNR4676284""",Completed,14.4,40.3,null,null,null,null,null,null,176,27.92,4.2,3.1
"""CNR5801481""",Incomplete,5.0,23.6,null,null,null,null,1,Other Issue,97,14.29,null,null
"""CNR4780530""",Completed ,-9.4, 36.5,null, null,null ,,-1, null,562,-2.79,3.8 ,-4.6
"""CNR2830402""",Completed,8.7,39.7,null,null,null,null,null,null,776,18.51,4.2,5.0
"""CNR3060367""",Completed,15.0,27.9,null,null,null,null,null,null,131,43.61,4.1,3.1
"""CNR8772874""",Completed,10.3,38.8,null,null,null,null,null,null,848,37.84,4.6,4.4
"""CNR9913071""",Completed,2.3,16.6,null,null,null,null,null,null,408,15.89,4.1,4.4
"""CNR6225954""",Cancelled by Driver,9.9,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR1523833""",Incomplete,5.1,15.9,null,null,null,null,1,Other Issue,724,19.2,null,null
"""CNR4873270""",Incomplete,5.3,28.8,null,null,null,null,1,Vehicle Breakdown,730,18.87,null,null
"""CNR1691909""",Cancelled by Driver,4.6,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR3159689""",Completed,20, 38.3,null,null,null,,null,null,371,0,4.7 ,4.8
"""CNR2459072""",Completed,6.6,26.5,null,null,null,null,null,null,511,13.9,3.2,4.5
"""CNR6626829""",Completed,6.6,35.9,null,null,null,null,null,null,1653,46.26,4.2,4.4
"""CNR5181738""",Completed,4.2,44.4,null,null,null,null,null,null,491,49.74,4.6,4.2
"""CNR1192951""",Completed,12.1,23.0,null,null,null,null,null,null,314,18.29,3.0,3.6
"""CNR9710706""",Completed,6.3,22.7,null,null,null,null,null,null,352,49.85,4.7,3.6
"""CNR1277130""",Completed,3.2,29.2,null,null,null,null,null,null,728,24.79,4.9,4.7
"""CNR2095491""",Completed,6.4,41.2,null,null,null,null,null,null,613,48.89,3.8,4.8
"""CNR7418035""",Completed,4.4,19.5,null,null,null,null,null,null,489,18.19,3.2,4.8
"""CNR5808295""",Completed,4.2,17.8,null,null,null,null,null,null,163,34.09,3.4,4.3
"""CNR9475528""",Completed,20,42.7,1,null,null ,,null ,null ,598,0,4.2,4.3 
"""CNR8976459""",Cancelled by Driver,4.8,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR1575844""",Completed,11.2,36.4,null,null,null,null,null,null,772,3.85,4.2,4.2
"""CNR2266268""",Completed,10.6,31.4,null,null,null,null,null,null,119,22.11,4.9,4.7
"""CNR7739357""",Completed,11.4,42.9,null,null,null,null,null,null,972,40.7,4.3,3.6
"""CNR2307683""",Incomplete,5.6,22.0,null,null,null,null,1,Customer Demand,584,13.15,null,null
"""CNR2621903""",Cancelled by Driver,4.6,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR6019329""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR1064674""",Completed,13.0,17.9,null,null,null,null,null,null,122,49.6,4.6,4.1
"""CNR5990809""",Completed,3.0,40.3,null,null,null,null,null,null,64,10.64,3.8,3.0
"""CNR5049449""",Incomplete,3.8,24.5,null,null,null,null,1,Vehicle Breakdown,236,1.3,null,null
"""CNR6355120""",Completed,8.0,38.5,null,null,null,null,null,null,913,16.56,4.1,4.9
"""CNR6009778""",Completed,20,42.5, null,null,null , NA,null,null,0.29,0,4.6, 4.4
"""CNR4656741""",Completed,9.2,28.2,null,null,null,null,null,null,190,10.23,4.3,4.1
"""CNR4917599""",Cancelled by Driver,8.7,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR4973338""",Completed,9.2,26.4,null,null,null,null,null,null,756,10.41,4.6,4.9
"""CNR9653596""",Completed,14.0,21.6,null,null,null,null,null,null,360,34.81,4.1,4.2
"""CNR5091935""",Completed,7.0,38.6,null,null,null,null,null,null,926,3.79,3.7,4.9
"""CNR6681285""",Completed,4.6,21.1,null,null,null,null,null,null,74,35.99,4.6,4.7
"""CNR6967432""",Completed,6.1,27.3,null,null,null,null,null,null,1550,42.23,4.5,3.4
"""CNR2587594""",Completed,3.2,41.6,null,null,null,null,null,null,870,24.7,4.3,4.3
"""CNR2307202""",Completed,2.6,37.3,null,null,null,null,null,null,320,21.68,3.6,3.9
"""CNR3086461""",Completed,12.9,40.3,1,null,null,,null,null ,412,30.75, 4.0,3.5
"""CNR1599605""",Completed,7.2,15.4,null,null,null,null,null,null,994,30.68,4.3,4.1
"""CNR7830834""",Cancelled by Customer,14.7,null,1,Driver is not moving towards pickup location,null,null,null,null,null,null,null,null
"""CNR3746029"" ",Completed,9.4,20.9,1,null,-1,null,null ,null,212,-33.78,-4.3,-4.4
"""CNR7731706""",Completed,3.4,24.1,null,null,null,null,null,null,628,29.78,4.1,4.9
"""CNR5240920""",Completed,2.6,44.3,null,null,null,null,null,null,1167,45.22,4.2,3.7
"""CNR7004489""",Completed,14.5,39.2,null,null,null,null,null,null,422,14.69,3.8,4.3
"""CNR9322463""",Completed,2.6,33.7,null,null,null,null,null,null,831,43.43,5.0,4.6
"""CNR1931550""",Cancelled by Driver,10.5,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR1717443""",Completed,11.9,27.5,null,null,null,null,null,null,555,31.52,4.4,4.2
"""CNR4754812""",Completed,11.6,19.9,null,null,null,null,null,null,377,49.12,5.0,4.6
" ""CNR7903427""",No Driver Found,null,null,null,null,null , NA,null,null ,NaN,null ,null,null 
"""CNR2558006""",Completed,12.9,40.6,null,null,null,null,null,null,372,5.01,4.7,4.2
"""CNR1320546""",Cancelled by Customer,9.6,null,1,Driver is not moving towards pickup location,null,null,null,null,null,null,null,null
"""CNR8447915""",Cancelled by Driver,3.3,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR8896777""",Cancelled by Customer,18.2,null,1,AC  is not working,null ,null,null,null , null,null,null ,null
"""CNR8671671""",Cancelled by Driver,8.2,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR8511536""",Cancelled by Driver,10.0,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR6374159""",Cancelled by Driver,9.3,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR6182239""",Completed,10.0,15.1,null,null,null,null,null,null,202,7.94,3.3,4.6
"""CNR1825481""",Completed,7.4,31.6,null,null,null,null,null,null,451,10.93,4.6,4.9
"""CNR4372731""",Completed,12.6,37.7,null,null,null,null,null,null,229,19.72,4.5,5.0
"""CNR6482344""",Cancelled by Driver,4.8,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR2707755""",Incomplete,7.7,27.3,null,null,null,null,1,Customer Demand,306,1.13,null,null
"""CNR5985526""",Cancelled by Driver,6.4,null,null,null,1,Customer related issue,null,null,null,null,null,null
" ""CNR2330459""", Cancelled by Customer,6.7,null , 1, Driver asked to cancel,null,null ,null,null,null,null,null ,null
"""CNR3540778""",Completed,12.0,25.4,null,null,null,null,null,null,68,4.55,4.1,4.3
"""CNR4518866""",Completed,7.2,39.3,null,null,null,null,null,null,559,18.84,4.9,4.4
"""CNR6097641""",Cancelled by Customer,6.9,null,1,Wrong Address,null,null,null,null,null,null,null,null
"""CNR4551796""",Incomplete,-3.1,-23.4,null,null,null,null,1,Customer Demand ,NaN,6.75,-1,null
"""CNR4119718""",Completed,9.9,21.9,null,null,null,null,null,null,137,45.04,4.9,4.1
"""CNR3300308""",Completed,2.4,30.8,null,null,null,null,null,null,481,30.13,4.2,3.5
"""CNR9033771""",Cancelled by Driver,9.7,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR6906020""",Completed,9.4,31.4,null,null,null,null,null,null,313,29.76,3.8,4.5
"""CNR7165894""",Completed,11.7,null,1,null,1,NA ,null ,null,NaN,null,null,null
